character	level	sequence
玤	bag	 
玥	bag	 
玦	bag	 十 𠃍
玧	bag	 
玨	bag	 
玩	bag_ops	
玪	bag	㇇  
玫	bag	 攵
玬	bag	 丹 十
玭	bag	 
玮	bag	 韦
环	ordered	
现	bag	
玱	bag	㔾 
玲	bag	 龴
玳	bag	  
玴	bag	 世 
玵	bag	 甘
玶	bag	 干
玷	bag	⺊ 
玸	bag	 勹 十 巳
玹	bag	②  十
玺	bag	 
玻	bag	 皮
玼	bag	 止
玽	bag	 勹 
玾	bag	 甲
玿	bag_ops	  𠃌  
珀	bag_ops	 
珁	bag	 瓦
珂	bag	 
珃	bag	 冉 十
珄	bag	 生
珅	bag	 申
珆	ordered	  口
珇	bag	 
珈	bag_ops	   
珉	bag	 民
珊	bag	 册 十
珋	bag	 卩 𠂎
珌	bag	 十 心
珍	bag	
珎	bag	 
珏	bag	  十
珐	ordered	  
珑	bag_ops	  尢  
珒	bag	 十 
珓	bag	  
珔	bag	 子
珕	bag	  十  𠃌
珖	bag	⺌   
珗	bag	 𠂒
珘	bag	 舟
珙	bag	  
珚	bag	 十 囗
珛	bag	 
珜	bag	  
珝	bag_ops	     ⿹
珞	bag	 夂
珟	bag	  十 𠂊
珠	bag	
珡	ordered	  
珢	bag	 艮
珣	bag	 勹 
珤	bag	 缶
珥	bag	 
珦	bag_ops	   ⿵
珧	bag	 兆 十
珨	bag	 
珩	bag	 十 彳
珪	bag	 十 
珫	bag	  十 厶
珬	bag	  戊
班	bag	
珮	bag	 一  巾
珯	bag	 耂
珰	bag	⺌  彐
珱	bag	 女 𭕄
珲	bag	  车
珳	bag	  
珴	bag	 我
珵	bag	 
珶	bag_ops	 十 弓  
珷	bag	  十 止
珸	bag	  𫝀
珹	bag	 
珺	bag	  
珻	bag	 
珼	bag	  目
珽	bag	  十 廴
現	bag	 目
珿	bag	 龰 ⸻
琀	bag	㇇  人 
琁	bag	 疋 𠂉
琂	bag	 言
球	bag	
琄	ordered	  月
琅	bag	 艮
理	bag	
琇	bag	  木 𠄎
琈	bag	 十 
琉	bag	  厶
琊	bag	 牙 阝
琋	bag	㐅  
琌	bag	㇇  山
琍	bag	  木
琎	bag	 十 辶
琏	bag	 车 辶
琐	bag	⺌  贝
琑	bag	⺌  月
琒	bag	 十 
琓	bag	 宀
琔	bag	  宀 龰
琕	bag	  白
琖	bag	   十
琗	bag	  
琘	bag	 日 氏
琙	bag	  
琚	bag	 
琛	bag	  木
琜	bag	  木
琝	bag	  
琞	bag	 
琟	bag	 隹
琠	bag	⑥  
琡	bag	⺊   
琢	bag	 𧰨
琣	bag	 
琤	bag	 十 
琥	bag	 ㇀  乚 
琦	bag	  
琧	bag	⑥  
琨	bag	 
琩	bag	 
琪	bag	 一 
琫	bag	  
琬	bag	㔾  𠂊
琭	bag	 亅  彐
琮	bag	 
琯	bag	㠯  宀
琰	bag	  
琱	bag	⺆   
琲	bag	 非
琳	bag	 
琴	bag	㇇   
琵	bag	 
琶	bag	 十 
琷	bag	  乚 十
琸	bag	⺊  
琹	bag	 十 木
琺	bag	  十 厶 氵
琻	ordered	   
琼	bag	   
琽	bag	 
琾	bag	  田
琿	bag	  車 ⸻
瑀	bag	 禹
瑁	bag	   目
瑂	bag	 
瑃	bag	 
瑄	bag	 宀 日
瑅	bag	  日 龰
瑆	bag	 
瑇	bag	 
瑈	bag	  十 
瑉	bag	 日 民
瑊	bag	  戊
瑋	bag	㐄  𫝀
瑌	bag	  
瑍	bag	 八  𠂊
瑎	bag	 比 白
瑏	bag	  宀 牙
瑐	bag	  月
瑑	bag	 彑 𧰨
瑒	bag	  丿 勹 
瑓	bag	 柬 ⸻
瑔	bag	㇇   十 白
瑕	bag	⑤  
瑖	bag	⑤  
瑗	bag	  又 
瑘	bag	 
瑙	bag	㐅  十 囗 
瑚	bag	  月
瑛	bag	  央
瑜	bag	  月
瑝	bag	 十 白
瑞	bag	
瑟	bag	   
瑠	bag	③  十 
瑡	bag	㠯   巾
瑢	bag	 宀 谷
瑣	bag	  小 目
瑤	full	 一   丿 𭕄 缶
瑥	bag	 日 皿
瑦	atomic_override	瑦
瑧	bag	    木
瑨	bag	④  日
瑩	bag	  冖 
瑪	full	 一  ⿹ ⑥ 灬
瑫	bag	 十 臼 𭕄
瑬	bag	  十 厶 氵
瑭	bag	  
瑮	bag	  木
瑯	bag	⑤  阝
瑰	bag	 十 
瑱	bag	  十
瑲	bag	  
瑳	bag	  十 工
瑴	bag	   十 
瑵	bag	 又 虫
瑶	atomic_override	瑶
瑷	bag	  又 
瑸	bag	 丘  宀
瑹	bag	  十 朩
瑺	bag	⺌  冖  巾
瑻	bag	  毌 目
瑼	bag	⑧  寸
瑽	bag	  彳 龰
瑾	bag	 廿 龶
瑿	bag	  匚  𠂉 𠘧
璀	bag	 山 隹
璁	bag	 十  心
璂	bag	  
璃	bag	㐅   十 厶
璄	bag	  
璅	bag	  
璆	bag	  彡 
璇	bag	  
璈	bag	 十 攵 
璉	bag	 車 辶
璊	bag	 入 入 十 巾 廿
璋	bag	 
璌	bag	 一  宀 由
璍	bag	⑦  
璎	bag	 女 贝 贝
璏	bag	   乚  彑 𠂉
璐	bag	  止
璑	bag	  卌 灬 𠂉
璒	bag	  豆
璓	bag	  十 木 𠄎
璔	bag	⺌  
璕	bag	 寸 工 彐
璖	bag	 巨 
璗	bag	  丿 勹  氵
璘	bag	㐄  米 𠂊
璙	bag	  小 日
璚	bag	    龴
璛	bag	 肅
璜	bag	  由
璝	bag	 八  目
璞	bag	   十
璟	bag	   小 日
璠	bag	 十 
璡	bag	 辶 隹
璢	bag	 丣 十 田
璣	bag	   
璤	bag	⑧  心
璥	bag	 勹 十 
璦	bag	  夂 心 𭕄
璧	bag	 
璨	bag	⺊   𠂊
璩	bag	 ㇀   十 𧰨
璪	bag	  木
璫	bag	⺌  冖  田
璬	bag	  攵 白 𠃌
璭	bag	  車 辶
璮	bag	   
璯	bag	⺌  十 
環	bag	  罒 𧘇
璱	bag	    十 心
璲	bag	 十 
璳	bag	  朱 目
璴	bag	 
璵	bag	    彐
璶	bag	 十 灬 皿 
璷	bag	  十 攵 
璸	bag	 一  宀 目 𣥂
璹	bag	    寸 
璺	bag	③   冖  彐
璻	bag	    
璼	bag	 皿 臣 𠂉
璽	bag	    乀  
璾	bag	③    
璿	bag	⺊  八  目
瓀	bag	  冂 
瓁	bag	  隹
瓂	bag	  十 厶 皿
瓃	bag	 田 田 田
瓄	bag	 一  目 罒
瓅	bag	   
瓆	bag	 丨   𠂆
瓇	bag	⑧  夂 心
瓈	bag	   勹 十 木
瓉	bag	   目
瓊	bag	  夂 目 𠂊
瓋	bag	   辶
瓌	bag	  罒 𧘇
瓍	bag	 工 
瓎	bag	  束 目 𠂊
瓏	bag	⑦  十 月
瓐	bag	 ㇀  乚 十 田 皿
瓑	bag	  厂  止
瓒	bag	 十 
瓓	bag	 柬 𠁣 𠃛
瓔	bag	 八  女 目 目
瓕	bag	    乀  巾 弓
瓖	bag	  井  𧘇
瓗	bag	   山 隹
瓘	bag	 十  隹
瓙	bag	    寸 工 灬
瓚	bag	  目 
瓛	bag	 ㇀   乚  犬
瓜	bag	瓜 ⸻
瓝	bag	 瓜
瓞	bag	 瓜
瓟	bag	 瓜
瓠	bag	㇉  瓜
瓡	bag	 瓜
瓢	bag	 瓜 示
瓣	bag	  瓜
瓤	bag	 井  瓜 𧘇
瓥	bag	一 瓜 虫 虫 𧰨
瓦	bag	
瓧	bag	十 瓦
瓨	bag	工 瓦
瓩	bag	 
瓪	bag	又 瓦 𠂆
瓫	bag_ops	 瓦 𠃌 
瓬	bag	 瓦 𠃌
瓭	bag	冘 瓦
瓮	bag	 瓦
瓯	bag	 瓦
瓰	bag_ops	 瓦 𠃌  ⿺
瓱	bag	 瓦
瓲	bag	 瓦
瓳	bag	 瓦
瓴	bag	 瓦 龴
瓵	bag	 瓦
瓶	bag	 瓦
瓷	bag	 瓦
瓸	bag_ops	一 瓦 白 ⿱ ⿺
瓹	bag	口 月 瓦
瓺	bag	 厶 瓦
瓻	bag	㐅 巾 瓦 𠂇
瓼	bag	 瓦 甲
瓽	bag	 
瓾	bag	 木 瓦
瓿	bag	 瓦
甀	bag	 瓦
甁	bag	 干 干 瓦
甂	bag	 瓦
甃	bag	丿  木 瓦
甄	bag	  瓦
甅	bag	 厂 瓦 甲
甆	bag	 瓦
甇	bag	 冖 瓦
甈	bag	木 瓦 自
甉	bag	 瓦 
甊	bag	⑧ 女 瓦
甋	bag	 瓦
甌	bag	匚  口 瓦
甍	bag	冖 瓦 罒 艹
甎	bag	⑧ 寸 瓦
甏	bag	 瓦 豆
甐	bag	㐄 丶 瓦 米 𠂊
甑	bag	  瓦
甒	bag	一 卌 灬 瓦 𠂉
甓	bag	 瓦
甔	bag	 厂 瓦 言 𠂊
甕	bag	 乡 瓦 隹
甖	bag	八 八 瓦 目 目
甗	bag	 ㇀   乚  瓦
甘	bag	甘 ⸻
甙	bag	 甘
甚	bag	
甛	ordered	甘 
甜	ordered	 甘
甝	bag	 几 甘
甞	bag	 甘
生	bag	
甠	bag_ops	 ⿰
甡	bag	生 
產	bag	 厂 生
産	bag	 
甤	bag	一 生 𧰨
甥	ordered	生 田 
甦	bag	 
甧	bag	月 生 生
用	bag	
甩	bag	 乚 冂
甪	bag	 
甫	bag	 
甬	bag	 龴
甭	bag	③  冂
甮	bag	  勹
甯	bag	 宀 
田	bag	
由	bag	
甲	bag	
申	bag	
甴	bag	 
电	bag	
甶	bag	丿 
男	bag_ops	
甸	bag	勹 
甹	bag	 
町	bag_ops	 
画	bag	
甼	bag_ops	 田 
甽	bag	川 田
甾	bag	田 
甿	bag	 田 𠃊
畀	bag	 
畁	bag	 由
畂	bag	久 田
畃	bag	 申
畄	bag	田 𭕄
畅	bag	申 𠃓
畆	bag	 
畇	bag	 勹 田
畈	bag	又 田 𠂆
畉	bag	 田
畊	bag	井 田
畋	bag	攵 田
界	bag_ops	
畍	bag_ops	 田 ⿰ 
畎	bag	犬 
畏	bag	 田 𠄌
畐	bag	 
畑	bag	 田
畒	bag	 田
畓	bag	 
畔	bag	 田
畕	bag	田 
畖	bag	瓜 田
畗	bag	 田
畘	bag	冉 田
留	bag	
畚	bag	 
畛	bag	人 彡 田
畜	bag	 
畝	bag	 久 田
畞	bag	久 十 田
畟	bag	八 夂 
畠	bag	田 白
畡	bag	 田 𠃋
畢	bag	⑨ 
畣	bag	 田
畤	bag	 田
略	bag_ops	
畦	bag	 田
畧	bag_ops	 田 
畨	bag	
畩	bag	 田 𧘇
番	bag	 
畫	bag	 田 
畬	bag_ops	 田 
畭	bag_ops	 
畮	bag	母 田 𠂉
畯	bag	 
異	bag	 
畱	bag	丣 
畲	bag	人 田 示
畳	bag	且 冖 
畴	bag	 田
畵	bag	 凵 田 
當	bag	 
畷	bag	  田
畸	bag	 田
畹	bag	 宀 
畺	bag	 一 田 
畻	bag	  
畼	bag	 丿 勹 日 田
畽	bag	田 重
畾	bag	田 田 
畿	bag	②   田
疀	bag	田 疌 
疁	bag	 彡 
疂	bag	且 丷 八 冖 田
疃	bag	 田 甲
疄	bag	㐄 丶  𠂊
疅	bag	 一 田 田 田
疆	bag	 弓 田 田
疇	bag	 乛  寸 工 田
疈	bag	②   田 田
疉	bag	冖 彑 田 田 田
疊	bag	且 冖 田 田 田
疋	bag	疋 ⸻
疌	bag	疌 ⸻
疍	bag	 疋
疎	bag	束 𤴔
疏	bag	 𤴔
疐	bag	 田 疋 ⸻
疑	bag	
疒	bag	
疓	bag	丿 疒 𠄎
疔	bag	 疒
疕	bag	 
疖	bag	丨 疒 𠃌
疗	bag	
疘	bag	工 
疙	bag	乙 
疚	bag	久 疒
疛	bag	寸 疒
疜	bag	 疒
疝	bag	山 疒
疞	bag	 疒
疟	bag	一 匚 疒
疠	bag	 疒 𠃌
疡	bag	疒 𠃓
疢	bag	 疒
疣	bag	 疒
疤	bag	巴 疒
疥	bag	 疒
疦	bag	 疒 𠃍
疧	bag	氏 疒
疨	bag	牙 疒
疩	bag	九 十 疒
疪	bag	比 
疫	bag	又 疒 𠘧
疬	bag	丿 厂 疒 𠃌
疭	bag	 疒
疮	bag	 
疯	bag	 疒
疰	bag	 疒
疱	bag	 疒
疲	bag	疒 皮
疳	bag	甘 疒
疴	bag	 
疵	bag	 止 疒
疶	bag	世 疒
疷	bag	丶 氏 疒
疸	bag	 疒
疹	bag	人 彡 疒
疺	bag	 疒
疻	bag	 疒
疼	bag	 夂 疒
疽	bag	且 疒
疾	bag	
疿	bag	 疒
痀	bag	 疒
痁	bag	 疒
痂	bag	 疒 𠃌
痃	bag	 疒
痄	bag	乍 疒
病	bag	
痆	bag	 尸 疒
症	bag	
痈	bag	 
痉	bag	工 疒 
痊	bag	 疒
痋	bag	疒 虫
痌	bag	一  疒
痍	bag	 弓 疒
痎	bag	 疒 𠃋
痏	bag	月 疒 𠂇
痐	bag	 疒
痑	bag	 疒 
痒	bag	 疒
痓	bag	 疒
痔	bag	 疒
痕	bag	疒 
痖	bag	 疒
痗	bag	母 
痘	bag	疒 豆
痙	bag	一 工 疒 
痚	bag	子 疒 耂
痛	bag	
痜	bag	丿 几 木 
痝	bag	 彡 疒
痞	bag	 疒
痟	bag	⺌ 月 疒
痠	bag	 疒
痡	bag	 月 疒
痢	bag	 木 疒
痣	bag	 心 疒
痤	bag	 疒
痥	bag	 疒
痦	bag	 疒 𫝀
痧	bag	 氵 疒
痨	bag	 疒 𠃌
痩	bag	又 申 疒
痪	bag	 疒 𠂊
痫	bag	木 疒 门
痬	bag	 日 疒
痭	bag	 疒
痮	bag	  疒 𠄌
痯	bag	 疒
痰	bag	 疒
痱	bag	疒 非
痲	bag	疒 𣎳 𣎳
痳	bag	 疒
痴	bag	 
痵	bag	 木 疒
痶	bag	⑥ 八 疒
痷	bag	 日 疒
痸	bag	 牛 疒
痹	bag	 疒
痺	bag	 疒 白
痻	bag	日 氏 疒
痼	bag	 疒
痽	bag	疒 隹
痾	bag	 疒 阝
痿	bag	 木 疒
瘀	bag	  人 疒 𠃌
瘁	bag	 疒
瘂	bag	⑥  疒
瘃	bag	 疒 𧰨
瘄	bag	 疒
瘅	bag	 甲 疒
瘆	bag	 疒
瘇	bag	疒 重
瘈	bag	  人 疒 𠃌
瘉	bag	 疒
瘊	bag	 疒 
瘋	bag	丿 几 疒 虫
瘌	bag	刂 束 疒
瘍	bag	 丿 勹 日 疒
瘎	bag	⑤  匚 疒
瘏	bag	日 疒 耂
瘐	bag	人 疒 臼
瘑	bag	冂  疒 𠃍
瘒	bag	冖 疒 車
瘓	bag	  疒 𠂊
瘔	bag	  疒
瘕	bag	⑤ 又 疒 
瘖	bag	 日 疒
瘗	bag	  疒
瘘	bag	女 疒 米
瘙	bag	丶 又 疒 虫
瘚	bag	 欠 疒
瘛	bag	 心 疒 𠃌
瘜	bag	心 疒 自
瘝	bag	⑤ 疒 罒
瘞	bag	  十 疒
瘟	bag	日 疒 皿
瘠	bag	丷  月 疒
瘡	bag	  尸 疒
瘢	bag	又 疒 
瘣	bag	 田 疒
瘤	bag	 田 疒 𠃌
瘥	bag	 工 疒
瘦	bag	 疒 臼
瘧	bag	  匚 疒
瘨	bag	 
瘩	bag	  疒
瘪	bag	 疒 自
瘫	bag	又 疒 隹
瘬	bag	  弓 疒 𠄌
瘭	bag	 疒 示
瘮	bag	人 厶 厶 厶 彡 疒
瘯	bag	 疒 
瘰	bag	 田 疒
瘱	bag	  心 疒
瘲	bag	 彳 疒 龰
瘳	bag	 彡 疒 
瘴	bag	  疒
瘵	bag	 疒 
瘶	bag	束 欠 疒
瘷	bag	攵 束 疒
瘸	bag	 疒 肉 𠃌
瘹	bag	  十 疒
瘺	bag	 尸 疒
瘻	bag	⑧ 女 疒
瘼	bag	 疒
瘽	bag	口 廿 疒 龶
瘾	bag	 疒 
瘿	bag	女 疒 贝 贝
癀	bag	 由 疒
癁	bag	夂 彳 日 
療	bag	 人 小 日 疒
癃	bag	 生 疒 阝
癄	bag	灬 疒 隹
癅	bag	丣 田 疒
癆	bag	丿  冖 疒 𠃌
癇	bag	月 疒 𠁣 𠃛
癈	bag	 又 弓 疒 𠘧
癉	bag	 甲 疒
癊	bag	㇇  人 厶 疒 阝
癋	bag	⑥  心 疒
癌	bag	 口 山 疒
癍	bag	    疒
癎	bag	日 疒 𠁣 𠃛
癏	bag	 疒 罒 𧘇
癐	bag	⺌   疒
癑	bag	 曲 疒 𠄌
癒	bag	 月 疒
癓	bag	 彳 攵 疒
癔	bag	 日 疒
癕	bag	 乡 疒 隹
癖	bag	 疒
癗	bag	 田 疒
癘	bag	 疒 禺
癙	bag	⑦ 疒 臼
癚	bag	 厂 疒 言 𠂊
癛	bag	  木 疒
癜	bag	 又 尸 疒 𠘧
癝	bag	  疒 示
癞	bag	束 疒 
癟	bag	  疒 自
癠	bag	③   疒 𠃌
癡	bag	 疋 疒 
癢	bag	  疒 艮
癣	bag	 田 疒 𠂊
癤	bag	⑤  卩 疒 
癥	bag	 十 山 彳 攵 疒
癦	bag	⑧  灬 疒
癧	bag	 厂  止 疒
癨	bag	 疒 隹
癩	bag	八 束 疒 目 𠂊
癪	bag	 木 疒 
癫	bag	 疒 页
癬	bag	 灬 田 疒 𠂊
癭	bag	八 八 女 疒 目 目
癮	bag	  疒 
癯	bag	疒 目 目 隹
癰	bag	 疒 隹 
癱	bag	 廿 疒 隹
癲	bag	 疒 頁
癳	bag	 田 田 田 疒
癴	bag	②  丶 小 小 手 疒 言
癵	bag	②  丶 小 小 疒 肉 言
癶	bag	 ⸻
癷	bag	 干
癸	bag	  
癹	bag	 
発	bag	  ⸻
登	bag	
發	bag	 又 弓 𠘧
白	bag	
百	bag	
癿	bag	乚 白
皀	bag_ops	 白 ⿱ ⿺
皁	bag	十 白
皂	bag	 白
皃	bag_ops	 白 
的	bag	
皅	bag	巴 白
皆	bag	比 
皇	bag_ops	
皈	bag	又 白 𠂆
皉	bag	 止 白
皊	bag	 白 龴
皋	bag	 
皌	bag	末 白
皍	full	⿱ 白 ⿰ ⿺ 乚 丿 卩
皎	bag	 白
皏	bag	 白
皐	bag	丷  
皑	bag	山 己 白
皒	bag	我 白
皓	bag	口 白 𠂒
皔	bag	干 日 白
皕	bag	 白 白
皖	bag	 白
皗	bag	 白
皘	bag	月 白 龶
皙	bag	  𠂆
皚	bag	山 白 豆
皛	bag	白 白 白
皜	bag	 白
皝	bag	⺌   十 白
皞	bag	 白 白
皟	bag	八 白 
皠	bag	山 白 隹
皡	bag	丷  白 白
皢	bag	   十 白
皣	bag	⑦  白
皤	bag	 白 米
皥	bag	丷  白 自
皦	bag	 白 白 𠃌
皧	bag	 夂  𭕄
皨	bag	 白 白 白
皩	bag	⺌    白
皪	bag	②   白 白
皫	bag	 广 比 灬 白 
皬	bag	 白 隹
皭	bag	⑤ 丿 寸 白 罒 𭕄
皮	bag	
皯	bag	干 皮
皰	bag	 皮
皱	bag	彐 皮 𠂊
皲	bag	冖 皮 车
皳	bag	 皮
皴	bag	 皮
皵	bag	 皮
皶	bag	 木 皮
皷	bag	十 皮 豆
皸	ordered	冖 車 皮
皹	ordered	皮 冖 車
皺	bag	丨  勹 勹 皮
皻	bag	 ㇀ 且 乚 皮
皼	bag	 皮 豆
皽	bag	 口  皮
皾	bag	一  皮 目 罒
皿	bag	
盀	bag	卜 皿
盁	bag	丿 皿 𠄎
盂	bag	于 
盃	bag	 皿
盄	bag	丨 弓 皿
盅	bag	 皿
盆	bag	 
盇	bag	 皿
盈	bag	丿 又 皿 𠄎
盉	bag_ops	 皿 
益	bag	
盋	bag	丶 又 皿 𠂇
盌	bag	 皿 𠂊
盍	bag	 
盎	bag	央 
盏	bag	 
盐	bag	 皿
监	bag	
盒	bag	 
盓	bag	于 氵 皿
盔	bag	 皿 𠂇
盕	bag	丶 几 氵 皿
盖	bag	
盗	bag	 皿
盘	bag	
盙	bag	 月 皿
盚	bag	 皿
盛	bag	
盜	bag	欠 氵 皿
盝	bag	 皿
盞	bag	  皿
盟	ordered	
盠	bag	彑 皿 𧰨
盡	bag	 灬 皿 
盢	bag	犬 田 皿
監	bag	丶 皿 臣 𠂉
盤	bag	又 皿 
盥	bag	③  彐 皿
盦	bag	 皿 酉
盧	bag	 田 
盨	bag	彡 皿 頁
盩	bag	 攵 皿
盪	bag	 丿 勹 
盫	bag	 皿 酉
盬	bag	 皿 臣 𠂉
盭	bag	②  十 干 攵 皿
目	bag	
盯	bag	 
盰	bag	干 目
盱	bag	于 目
盲	bag_ops	 目 𠃊 
盳	bag_ops	 目 𠃊 
直	bag_ops	
盵	bag	乙 目 𠂉
盶	bag_ops	 目 ⿰ 
盷	bag	 目
相	bag	
盹	bag	 目
盺	bag	 
盻	bag	 八 目
盼	bag	 目 𠃌
盽	bag	 目
盾	bag	十 
盿	bag	 目
眀	bag	月 
省	bag_ops	
眂	bag	氏 目
眃	bag	 目
眄	bag	丏 目
眅	bag	又 
眆	bag	 目 𠃌
眇	bag_ops	 目 
眈	bag	冘 目
眉	bag	
眊	bag_ops	 目 
看	bag	
県	bag	小 目 𠃊
眍	bag	 目
眎	bag	目 示
眏	bag	央 目
眐	bag	 
眑	bag	 目 𠃌
眒	bag	申 目
眓	bag	戉 目
眔	bag	⑤ 
眕	bag	人 彡 目
眖	ordered	目 口 
眗	bag	 目
眘	bag	 人 目
眙	bag	 目
眚	bag	生 目
眛	bag	未 目
眜	bag	末 目
眝	bag	 宀 目
眞	bag	 八 目 𠃊
真	bag	
眠	bag	民 目
眡	bag	丶 氏 目
眢	bag	 目 𠂊
眣	bag	 目
眤	bag	 尸 目
眥	bag_ops	 止 目  ⿺
眦	bag_ops	 止 目  ⿺
眧	bag	 目 𠃌
眨	bag	 
眩	bag	 目
眪	bag	 目
眫	bag	 目
眬	bag	 目
眭	bag	 目
眮	bag	一  目
眯	bag	目 
眰	bag	 目
眱	bag	 弓 目
眲	bag	目 耳
眳	bag	 目 𠂊
眴	bag	勹 日 目
眵	bag	 
眶	bag	  目
眷	bag_ops	 目 
眸	bag	厶 牛 目
眹	bag_ops	 目 
眺	bag	兆 目
眻	bag_ops	 目  ⿻
眼	bag	
眽	bag	④ 
眾	bag	乑 罒
眿	bag	永 目
着	bag_ops	
睁	bag	 目 
睂	bag	丨  厂 目
睃	bag	 目
睄	bag	⺌ 月 目
睅	bag	干 日 目
睆	bag	 目
睇	bag	 目
睈	bag	 目
睉	bag	 目
睊	bag	口 月 目
睋	bag	我 目
睌	bag	⑤ 目 𠂊
睍	bag	 目 目
睎	bag	㐅 巾 目 𠂇
睏	bag	囗 
睐	bag	来 目
睑	bag	 目 𭕄
睒	bag	 目
睓	bag	⑥ 八 目
睔	bag	  目
睕	bag	 宀 目 𠂊
睖	bag	一  夂 目
睗	bag	 日 目
睘	bag	 罒 𧘇
睙	bag	 犬 目
睚	bag	 厂 目
睛	bag	
睜	bag	 亅 目  𭕄
睝	bag	 
睞	bag	 
睟	bag	 目
睠	bag	 目
睡	bag	
睢	bag	目 隹
督	bag	
睤	bag	 目
睥	bag	 白 目
睦	bag	  目
睧	bag	日 氏 目
睨	bag	 目 臼
睩	bag	 目
睪	bag	 
睫	bag	疌 目
睬	bag	 目 𭕄
睭	bag	 目
睮	bag	 目
睯	bag	攵 民 目
睰	bag	 目 𠂇
睱	bag	⑤ 又 目 
睲	bag	 目
睳	bag	  目
睴	bag	冖 目 車
睵	bag	  目
睶	bag	 日 目
睷	bag	 廴 目 
睸	bag	目 
睹	bag	日 目 耂
睺	bag	 目 
睻	bag	 日 目
睼	bag	 目 龰
睽	bag	  目
睾	bag	  干 罒
睿	bag	⺊   
瞀	bag	 攵 目 龴
瞁	bag	犬 目 目
瞂	bag	 又  𠂇
瞃	bag	十 目 
瞄	bag	 田 目
瞅	bag	丿  
瞆	bag	 目 贝
瞇	bag	目 米 辶
瞈	bag	八  厶 目 
瞉	bag	  又 目 𠘧
瞊	bag	 广 目 
瞋	bag	 目
瞌	bag	 皿 目
瞍	bag	 目 臼
瞎	bag	 目
瞏	bag	 罒 𧘇
瞐	bag	目 目 
瞑	bag	 八 冖 日 目
瞒	bag	 目
瞓	bag	川 目 言
瞔	bag	八 目 
瞕	bag	  目
瞖	bag	 又 目 𠂉 𠘧
瞗	bag	⑦ 灬 
瞘	bag	匚  口 目
瞙	bag	 目
瞚	bag	 由 目
瞛	bag	 彳 目 龰
瞜	bag	⑧ 女 目
瞝	bag	 厶 目
